Accident_ID,Location,Latitude,Longitude,Date,Time,Severity,Cause,Road_Type,Weather
ID-761,Nashik,19.92601,73.74296,2023-10-29,17:25,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-762,Kolkata,22.62729,88.4993,2023-03-25,21:52,Serious,Drunk Driving,City Road,Rain
ID-763,Delhi,28.45175,77.15226,2023-08-31,17:29,Serious,Weather/Low Visibility,Rural Road,Rain
ID-764,Jaipur,26.99036,75.82032,2023-05-29,20:36,Serious,Weather/Low Visibility,Highway,Rain
ID-765,Mumbai,19.19731,72.86065,2023-10-29,19:50,Serious,Distracted Driving,City Road,Clear
ID-766,Jaipur,26.84312,75.86383,2023-02-04,06:22,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-767,Hyderabad,17.41315,78.48006,2023-03-12,22:08,Serious,Drunk Driving,City Road,Dust Storm
ID-768,Delhi,28.69115,76.84466,2023-04-30,04:24,Serious,Weather/Low Visibility,Rural Road,Fog
ID-769,Mumbai,19.10113,72.88862,2023-01-13,02:45,Minor,Potholes,Rural Road,Fog
ID-770,Hyderabad,17.31703,78.49103,2023-04-07,10:33,Minor,Signal Jumping,Highway,Clear
ID-771,Delhi,28.77447,76.88987,2023-12-28,19:53,Serious,Distracted Driving,Highway,Dust Storm
ID-772,Nashik,20.02137,73.78036,2023-04-03,20:27,Minor,Distracted Driving,Rural Road,Clear
ID-773,Meerut,28.9764,77.61821,2023-04-04,10:09,Minor,Distracted Driving,Highway,Clear
ID-774,Chennai,12.99204,80.18146,2023-01-14,16:11,Serious,Signal Jumping,City Road,Clear
ID-775,Pune,18.47799,73.76401,2023-03-03,08:52,Serious,Over-speeding,Highway,Rain
ID-776,Pune,18.4986,73.85048,2023-08-26,18:20,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-777,Chennai,13.02225,80.14675,2023-02-21,16:43,Minor,Weather/Low Visibility,City Road,Rain
ID-778,Delhi,28.57839,77.22314,2023-03-28,13:34,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-779,Varanasi,25.2002,82.99293,2023-01-31,17:00,Serious,Weather/Low Visibility,Rural Road,Fog
ID-780,Pune,18.536,73.89985,2023-01-24,07:18,Serious,Drunk Driving,City Road,Clear
ID-781,Kolkata,22.51794,88.43969,2023-08-10,16:56,Serious,Drunk Driving,Rural Road,Fog
ID-782,Meerut,29.02703,77.79593,2023-06-14,19:42,Minor,Distracted Driving,City Road,Rain
ID-783,Pune,18.46569,73.8828,2023-01-03,22:30,Minor,Weather/Low Visibility,City Road,Rain
ID-784,Delhi,28.59559,76.9964,2023-01-16,17:34,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-785,Mumbai,19.19161,72.87528,2023-12-23,19:53,Minor,Over-speeding,City Road,Clear
ID-786,Lucknow,26.7741,80.8386,2023-05-24,17:48,Minor,Weather/Low Visibility,Highway,Fog
ID-787,Delhi,28.64538,76.95159,2023-01-19,21:23,Fatal,Distracted Driving,Rural Road,Dust Storm
ID-788,Nagpur,21.04182,78.95883,2023-09-14,09:36,Minor,Weather/Low Visibility,Rural Road,Rain
ID-789,Varanasi,25.34776,83.03444,2023-03-07,10:37,Serious,Signal Jumping,Highway,Clear
ID-790,Meerut,28.95192,77.71398,2023-12-14,17:12,Minor,Weather/Low Visibility,Rural Road,Fog
ID-791,Pune,18.49079,73.88758,2023-06-15,17:54,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-792,Lucknow,26.80366,80.89911,2023-05-23,17:03,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-793,Pune,18.43892,73.71636,2023-08-05,19:44,Minor,Weather/Low Visibility,Highway,Rain
ID-794,Chennai,12.99324,80.2252,2023-01-13,21:51,Minor,Weather/Low Visibility,City Road,Fog
ID-795,Varanasi,25.29472,83.09176,2023-11-04,08:04,Fatal,Distracted Driving,Highway,Dust Storm
ID-796,Indore,22.71579,75.71711,2023-12-22,15:56,Fatal,Over-speeding,Highway,Rain
ID-797,Nashik,19.96029,73.82524,2023-01-27,00:35,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-798,Hyderabad,17.34662,78.41992,2023-08-26,21:24,Minor,Signal Jumping,City Road,Clear
ID-799,Delhi,28.77503,77.19146,2023-02-25,14:12,Minor,Over-speeding,Rural Road,Clear
ID-800,Lucknow,26.84266,80.91858,2023-05-12,23:32,Fatal,Distracted Driving,City Road,Dust Storm
ID-801,Bangalore,12.87295,77.65941,2023-09-20,14:27,Minor,Weather/Low Visibility,City Road,Fog
ID-802,Mumbai,19.06234,72.82912,2023-07-08,20:18,Fatal,Weather/Low Visibility,Highway,Rain
ID-803,Meerut,29.06384,77.71189,2023-11-24,19:12,Minor,Drunk Driving,City Road,Clear
ID-804,Bangalore,12.85681,77.59515,2023-10-24,05:21,Minor,Weather/Low Visibility,Rural Road,Fog
ID-805,Indore,22.66572,75.72097,2023-04-25,18:40,Fatal,Signal Jumping,City Road,Rain
ID-806,Lucknow,26.7478,80.94692,2023-04-05,19:25,Minor,Weather/Low Visibility,Highway,Fog
ID-807,Lucknow,26.706,80.82304,2023-07-04,23:37,Fatal,Drunk Driving,Highway,Clear
ID-808,Delhi,28.46966,77.24269,2023-04-02,14:15,Fatal,Drunk Driving,Highway,Clear
ID-809,Chennai,13.15286,80.28213,2023-02-26,13:41,Minor,Weather/Low Visibility,City Road,Rain
ID-810,Delhi,28.54786,76.98618,2023-12-31,21:56,Serious,Over-speeding,Highway,Clear
ID-811,Delhi,28.45232,76.89482,2023-11-03,20:20,Minor,Weather/Low Visibility,Highway,Rain
ID-812,Bangalore,12.9762,77.67089,2023-11-19,02:03,Minor,Distracted Driving,Rural Road,Rain
ID-813,Nagpur,21.04185,78.92442,2023-09-18,18:10,Minor,Weather/Low Visibility,City Road,Fog
ID-814,Chennai,12.9537,80.2425,2023-08-31,11:31,Serious,Distracted Driving,Rural Road,Dust Storm
ID-815,Bangalore,12.97519,77.50732,2023-04-22,19:25,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-816,Madurai,9.9871,78.07482,2023-08-16,13:18,Serious,Weather/Low Visibility,Highway,Fog
ID-817,Mumbai,19.03958,72.92423,2023-07-08,21:26,Serious,Weather/Low Visibility,City Road,Fog
ID-818,Bangalore,12.85387,77.54676,2023-09-14,18:18,Fatal,Potholes,City Road,Clear
ID-819,Nashik,20.08532,73.71968,2023-06-20,12:12,Minor,Weather/Low Visibility,City Road,Fog
ID-820,Kolkata,22.66311,88.43671,2023-10-06,02:08,Serious,Drunk Driving,City Road,Clear
ID-821,Mumbai,19.00399,72.99937,2023-12-01,18:30,Serious,Weather/Low Visibility,City Road,Rain
ID-822,Pune,18.54467,73.74198,2023-08-28,16:48,Fatal,Signal Jumping,City Road,Dust Storm
ID-823,Nagpur,21.06261,78.95635,2023-10-13,09:28,Serious,Weather/Low Visibility,Highway,Fog
ID-824,Bangalore,12.8385,77.68867,2023-04-26,09:21,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-825,Delhi,28.70514,77.14526,2023-01-17,18:36,Minor,Weather/Low Visibility,City Road,Rain
ID-826,Hyderabad,17.45983,78.48275,2023-02-02,04:25,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-827,Jaipur,26.86577,75.89239,2023-12-12,05:06,Minor,Distracted Driving,Highway,Rain
ID-828,Delhi,28.64135,76.81342,2023-04-30,06:13,Minor,Distracted Driving,City Road,Clear
ID-829,Bangalore,12.81724,77.60371,2023-02-26,08:10,Serious,Drunk Driving,City Road,Dust Storm
ID-830,Bangalore,12.9167,77.68072,2023-12-30,20:27,Serious,Signal Jumping,Highway,Dust Storm
ID-831,Nagpur,21.18783,79.07625,2023-04-14,21:17,Serious,Weather/Low Visibility,City Road,Rain
ID-832,Chennai,13.01977,80.26151,2023-08-25,21:29,Fatal,Potholes,Rural Road,Clear
ID-833,Jaipur,26.81822,75.82926,2023-06-02,17:50,Serious,Weather/Low Visibility,City Road,Rain
ID-834,Jaipur,26.97999,75.84665,2023-10-19,03:44,Serious,Drunk Driving,Rural Road,Dust Storm
ID-835,Jaipur,26.97411,75.75476,2023-02-04,23:58,Serious,Weather/Low Visibility,City Road,Rain
ID-836,Varanasi,25.22425,82.97375,2023-03-26,21:28,Serious,Weather/Low Visibility,Rural Road,Rain
ID-837,Delhi,28.41069,77.11943,2023-07-24,21:21,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-838,Delhi,28.44587,77.25857,2023-08-25,17:31,Minor,Over-speeding,Rural Road,Clear
ID-839,Hyderabad,17.4314,78.44272,2023-03-24,15:53,Serious,Drunk Driving,Rural Road,Clear
ID-840,Mumbai,18.93015,72.85883,2023-12-10,15:04,Serious,Weather/Low Visibility,Highway,Fog
ID-841,Delhi,28.47118,77.15721,2023-01-25,21:44,Serious,Signal Jumping,City Road,Clear
ID-842,Indore,22.73807,75.7888,2023-04-14,21:49,Serious,Weather/Low Visibility,Highway,Fog
ID-843,Kolkata,22.50321,88.30559,2023-02-02,13:42,Minor,Drunk Driving,Rural Road,Clear
ID-844,Mumbai,18.95036,72.83341,2023-10-15,20:20,Minor,Weather/Low Visibility,Rural Road,Rain
ID-845,Bangalore,12.96251,77.68778,2023-06-15,07:22,Minor,Drunk Driving,City Road,Clear
ID-846,Lucknow,26.8308,80.8024,2023-05-23,13:42,Minor,Weather/Low Visibility,Highway,Fog
ID-847,Chennai,12.96557,80.16031,2023-10-19,23:34,Serious,Weather/Low Visibility,Highway,Fog
ID-848,Nashik,20.03926,73.83558,2023-12-19,07:40,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-849,Delhi,28.64341,77.09252,2023-09-15,10:14,Minor,Distracted Driving,Highway,Clear
ID-850,Mumbai,18.90636,72.95179,2023-05-05,23:27,Fatal,Drunk Driving,Highway,Clear
ID-851,Chennai,13.04962,80.1404,2023-11-03,17:15,Fatal,Weather/Low Visibility,Highway,Fog
ID-852,Delhi,28.65744,77.18025,2023-01-13,17:48,Minor,Weather/Low Visibility,City Road,Fog
ID-853,Pune,18.50786,73.88133,2023-04-24,17:46,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-854,Hyderabad,17.38847,78.30121,2023-03-14,18:40,Minor,Weather/Low Visibility,Highway,Rain
ID-855,Jaipur,26.90977,75.85905,2023-08-28,16:27,Minor,Weather/Low Visibility,Rural Road,Rain
ID-856,Nagpur,21.0848,79.08176,2023-04-14,16:40,Minor,Distracted Driving,Highway,Dust Storm
ID-857,Delhi,28.54383,76.98886,2023-08-10,03:39,Minor,Drunk Driving,Highway,Dust Storm
ID-858,Nagpur,21.01665,79.17194,2023-03-31,10:35,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-859,Bangalore,12.88497,77.61243,2023-08-29,19:45,Minor,Weather/Low Visibility,Highway,Rain
ID-860,Bangalore,13.0585,77.64607,2023-07-11,15:25,Fatal,Weather/Low Visibility,City Road,Dust Storm
ID-861,Bangalore,12.97649,77.58176,2023-04-10,22:10,Minor,Weather/Low Visibility,Rural Road,Fog
ID-862,Indore,22.727,75.77364,2023-05-07,00:47,Minor,Drunk Driving,Highway,Dust Storm
ID-863,Nagpur,21.14131,78.90848,2023-08-22,20:38,Minor,Weather/Low Visibility,City Road,Rain
ID-864,Bangalore,12.9735,77.63252,2023-12-31,01:41,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-865,Mumbai,19.05556,72.83776,2023-06-04,15:44,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-866,Hyderabad,17.38232,78.47528,2023-06-26,05:36,Minor,Weather/Low Visibility,Rural Road,Fog
ID-867,Varanasi,25.34966,83.0398,2023-02-05,18:06,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-868,Pune,18.45767,73.78619,2023-04-12,23:08,Fatal,Weather/Low Visibility,Rural Road,Rain
ID-869,Bangalore,13.04431,77.53713,2023-07-29,11:16,Serious,Over-speeding,Rural Road,Clear
ID-870,Delhi,28.43192,76.84285,2023-10-27,20:01,Minor,Drunk Driving,City Road,Dust Storm
ID-871,Pune,18.42016,73.71221,2023-04-19,11:06,Minor,Potholes,City Road,Clear
ID-872,Kolkata,22.6206,88.49738,2023-08-08,15:38,Minor,Distracted Driving,Rural Road,Fog
ID-873,Mumbai,19.19983,72.96337,2023-01-30,15:39,Minor,Weather/Low Visibility,Highway,Fog
ID-874,Bangalore,13.06116,77.58036,2023-09-29,16:55,Serious,Weather/Low Visibility,City Road,Rain
ID-875,Delhi,28.67447,77.23493,2023-11-23,09:00,Fatal,Distracted Driving,Rural Road,Clear
ID-876,Kolkata,22.57204,88.30915,2023-11-07,17:14,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-877,Varanasi,25.21627,82.98558,2023-07-17,17:46,Serious,Weather/Low Visibility,Rural Road,Rain
ID-878,Hyderabad,17.40401,78.41438,2023-02-14,19:31,Fatal,Distracted Driving,Highway,Dust Storm
ID-879,Bangalore,13.08652,77.59643,2023-12-04,19:10,Serious,Signal Jumping,Highway,Clear
ID-880,Pune,18.48698,73.84315,2023-05-12,15:14,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-881,Mumbai,18.94073,72.90691,2023-04-25,12:21,Serious,Potholes,Rural Road,Clear
ID-882,Delhi,28.53729,77.25508,2023-11-25,21:41,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-883,Nagpur,21.02314,78.9263,2023-04-07,22:59,Serious,Signal Jumping,Rural Road,Clear
ID-884,Varanasi,25.37067,83.09081,2023-10-30,11:03,Serious,Potholes,City Road,Rain
ID-885,Meerut,28.973,77.73586,2023-04-24,22:37,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-886,Pune,18.42894,73.88858,2023-11-04,09:09,Serious,Distracted Driving,Rural Road,Rain
ID-887,Pune,18.56026,73.84059,2023-03-05,04:44,Minor,Distracted Driving,Rural Road,Dust Storm
ID-888,Meerut,28.99901,77.74083,2023-04-18,06:52,Minor,Signal Jumping,Rural Road,Rain
ID-889,Madurai,9.98463,78.15521,2023-12-04,20:52,Minor,Drunk Driving,Rural Road,Clear
ID-890,Hyderabad,17.37846,78.38449,2023-09-28,21:04,Minor,Signal Jumping,City Road,Fog
ID-891,Mumbai,18.95853,72.97125,2023-10-25,13:48,Minor,Over-speeding,City Road,Fog
ID-892,Mumbai,19.07315,72.88838,2023-04-11,19:13,Minor,Signal Jumping,City Road,Clear
ID-893,Mumbai,19.11779,72.91514,2023-03-28,15:43,Minor,Over-speeding,City Road,Clear
ID-894,Hyderabad,17.49483,78.33593,2023-10-31,00:21,Serious,Drunk Driving,Rural Road,Rain
ID-895,Bangalore,12.83564,77.57933,2023-07-12,19:41,Serious,Signal Jumping,City Road,Clear
ID-896,Kolkata,22.67298,88.43006,2023-01-06,11:23,Fatal,Over-speeding,Highway,Clear
ID-897,Indore,22.72828,75.8817,2023-09-03,22:36,Serious,Drunk Driving,Rural Road,Clear
ID-898,Chennai,13.04526,80.22892,2023-06-16,03:06,Serious,Drunk Driving,City Road,Rain
ID-899,Kolkata,22.61121,88.40728,2023-10-27,09:53,Serious,Distracted Driving,Highway,Clear
ID-900,Chennai,13.1897,80.27952,2023-10-12,19:00,Minor,Weather/Low Visibility,Highway,Fog
ID-901,Delhi,28.63003,77.12632,2023-03-05,18:05,Serious,Potholes,City Road,Fog
ID-902,Chennai,12.95148,80.29542,2023-09-23,20:02,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-903,Varanasi,25.33902,83.00453,2023-12-19,16:13,Fatal,Over-speeding,Highway,Clear
ID-904,Nagpur,21.02833,79.15683,2023-10-30,07:13,Minor,Distracted Driving,Highway,Fog
ID-905,Bangalore,12.9266,77.60997,2023-08-22,19:25,Serious,Weather/Low Visibility,Rural Road,Fog
ID-906,Mumbai,19.10835,72.90718,2023-12-23,20:40,Fatal,Weather/Low Visibility,Rural Road,Rain
ID-907,Hyderabad,17.43146,78.4641,2023-08-11,07:20,Fatal,Over-speeding,Rural Road,Clear
ID-908,Delhi,28.43101,76.86231,2023-06-18,11:04,Minor,Signal Jumping,City Road,Clear
ID-909,Bangalore,13.07277,77.65561,2023-07-13,18:06,Minor,Drunk Driving,Highway,Dust Storm
ID-910,Chennai,12.93705,80.2053,2023-06-28,15:33,Minor,Weather/Low Visibility,Rural Road,Fog
ID-911,Lucknow,26.71981,80.80959,2023-12-14,09:51,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-912,Varanasi,25.25181,83.03733,2023-07-13,19:09,Serious,Distracted Driving,Highway,Fog
ID-913,Nagpur,21.12784,79.01105,2023-08-23,16:45,Serious,Drunk Driving,City Road,Dust Storm
ID-914,Mumbai,19.05067,72.85516,2023-11-22,17:19,Serious,Over-speeding,City Road,Fog
ID-915,Bangalore,13.05357,77.62694,2023-10-22,18:10,Serious,Over-speeding,Rural Road,Clear
ID-916,Delhi,28.51434,77.26479,2023-03-11,00:59,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-917,Hyderabad,17.40648,78.32494,2023-08-06,13:00,Minor,Signal Jumping,Highway,Fog
ID-918,Indore,22.73223,75.88409,2023-08-18,16:38,Minor,Weather/Low Visibility,Highway,Rain
ID-919,Nagpur,21.16788,79.05411,2023-07-11,21:10,Serious,Weather/Low Visibility,Rural Road,Fog
ID-920,Nashik,20.00782,73.85328,2023-05-16,14:18,Serious,Drunk Driving,Rural Road,Clear
ID-921,Chennai,13.08935,80.17872,2023-08-26,02:59,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-922,Lucknow,26.76571,80.87078,2023-07-01,00:25,Serious,Over-speeding,City Road,Clear
ID-923,Hyderabad,17.31695,78.40286,2023-03-21,01:00,Minor,Weather/Low Visibility,Highway,Fog
ID-924,Mumbai,19.00935,72.97844,2023-08-13,12:42,Serious,Drunk Driving,City Road,Rain
ID-925,Mumbai,18.90174,72.97672,2023-01-21,05:18,Minor,Drunk Driving,City Road,Dust Storm
ID-926,Varanasi,25.3802,82.93206,2023-08-04,09:07,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-927,Lucknow,26.76498,80.95288,2023-07-19,23:53,Serious,Drunk Driving,Highway,Clear
ID-928,Bangalore,12.83784,77.56882,2023-06-25,13:43,Minor,Distracted Driving,City Road,Clear
ID-929,Nagpur,21.05789,79.04578,2023-09-19,07:46,Serious,Drunk Driving,City Road,Rain
ID-930,Madurai,9.97283,78.19885,2023-12-28,19:30,Serious,Over-speeding,Highway,Rain
ID-931,Lucknow,26.8269,80.84588,2023-03-16,12:12,Minor,Over-speeding,Rural Road,Clear
ID-932,Kolkata,22.51819,88.31019,2023-04-29,03:40,Serious,Weather/Low Visibility,City Road,Fog
ID-933,Mumbai,19.09316,72.86086,2023-08-03,20:45,Minor,Weather/Low Visibility,Highway,Fog
ID-934,Varanasi,25.20011,83.03209,2023-11-07,02:17,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-935,Kolkata,22.56686,88.32231,2023-03-08,06:49,Minor,Distracted Driving,Rural Road,Fog
ID-936,Lucknow,26.84859,80.91778,2023-04-18,08:17,Minor,Distracted Driving,Highway,Dust Storm
ID-937,Hyderabad,17.3261,78.44852,2023-04-08,16:52,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-938,Indore,22.70932,75.76858,2023-03-20,22:46,Minor,Weather/Low Visibility,Highway,Rain
ID-939,Hyderabad,17.47832,78.45187,2023-03-02,21:40,Minor,Distracted Driving,City Road,Clear
ID-940,Lucknow,26.80475,80.99049,2023-03-08,20:44,Serious,Distracted Driving,Rural Road,Clear
ID-941,Nagpur,21.01216,79.19174,2023-09-30,11:43,Serious,Distracted Driving,Highway,Clear
ID-942,Bangalore,12.93132,77.60186,2023-04-16,22:17,Minor,Drunk Driving,Highway,Clear
ID-943,Jaipur,26.91842,75.70177,2023-09-26,23:46,Fatal,Drunk Driving,Highway,Fog
ID-944,Varanasi,25.22382,82.94479,2023-03-17,14:40,Serious,Distracted Driving,City Road,Rain
ID-945,Mumbai,18.91546,72.996,2023-06-27,18:41,Minor,Weather/Low Visibility,City Road,Fog
ID-946,Delhi,28.68218,77.07464,2023-06-16,22:18,Serious,Drunk Driving,City Road,Clear
ID-947,Jaipur,26.99305,75.73535,2023-12-19,22:06,Serious,Weather/Low Visibility,Rural Road,Fog
ID-948,Mumbai,19.14505,72.84413,2023-07-22,23:51,Minor,Drunk Driving,Highway,Dust Storm
ID-949,Pune,18.42967,73.7958,2023-04-01,19:52,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-950,Hyderabad,17.35641,78.36203,2023-02-05,22:12,Serious,Drunk Driving,City Road,Clear
ID-951,Mumbai,19.17274,72.99408,2023-01-07,19:46,Minor,Potholes,City Road,Clear
ID-952,Chennai,13.0152,80.12201,2023-02-12,11:15,Minor,Weather/Low Visibility,Rural Road,Rain
ID-953,Mumbai,19.13772,72.80188,2023-12-29,17:54,Serious,Weather/Low Visibility,Highway,Rain
ID-954,Nashik,20.01257,73.78887,2023-05-05,21:09,Minor,Weather/Low Visibility,Rural Road,Fog
ID-955,Mumbai,18.90636,72.80891,2023-08-01,22:56,Fatal,Drunk Driving,Highway,Clear
ID-956,Indore,22.68543,75.72948,2023-12-18,23:24,Serious,Drunk Driving,City Road,Clear
ID-957,Jaipur,26.82203,75.72035,2023-03-02,02:21,Minor,Distracted Driving,Highway,Clear
ID-958,Bangalore,12.85342,77.6061,2023-12-08,17:09,Serious,Signal Jumping,Rural Road,Fog
ID-959,Kolkata,22.56968,88.32078,2023-12-31,14:51,Serious,Over-speeding,Highway,Clear
ID-960,Chennai,12.94398,80.12956,2023-10-23,03:07,Minor,Weather/Low Visibility,Highway,Fog
ID-961,Bangalore,12.85456,77.577,2023-07-31,15:44,Minor,Distracted Driving,Highway,Fog
ID-962,Bangalore,12.99619,77.54918,2023-09-10,03:34,Serious,Weather/Low Visibility,City Road,Rain
ID-963,Kolkata,22.60539,88.45532,2023-07-05,18:15,Minor,Weather/Low Visibility,Highway,Rain
ID-964,Mumbai,19.04218,72.82672,2023-03-13,14:54,Minor,Distracted Driving,Highway,Dust Storm
ID-965,Delhi,28.6206,77.26567,2023-03-12,07:03,Serious,Over-speeding,City Road,Rain
ID-966,Chennai,13.10884,80.18494,2023-02-07,23:37,Fatal,Drunk Driving,Highway,Rain
ID-967,Hyderabad,17.34901,78.3025,2023-03-13,07:47,Minor,Weather/Low Visibility,City Road,Fog
ID-968,Chennai,13.0012,80.25628,2023-01-31,18:09,Minor,Signal Jumping,Rural Road,Clear
ID-969,Chennai,13.12534,80.20066,2023-08-21,15:56,Serious,Weather/Low Visibility,Rural Road,Fog
ID-970,Mumbai,19.11281,72.88473,2023-03-06,08:24,Serious,Signal Jumping,City Road,Rain
ID-971,Mumbai,18.96567,72.83674,2023-12-21,10:52,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-972,Varanasi,25.28102,82.97609,2023-05-19,21:12,Fatal,Over-speeding,Highway,Clear
ID-973,Delhi,28.71152,76.96774,2023-02-03,22:06,Serious,Drunk Driving,City Road,Clear
ID-974,Delhi,28.48069,77.2646,2023-01-23,12:36,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-975,Kolkata,22.51864,88.36172,2023-06-11,08:12,Fatal,Weather/Low Visibility,Highway,Fog
ID-976,Varanasi,25.21948,82.98146,2023-03-18,10:51,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-977,Kolkata,22.67041,88.35802,2023-11-17,15:56,Serious,Over-speeding,Highway,Rain
ID-978,Pune,18.55377,73.73221,2023-09-25,22:41,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-979,Delhi,28.74238,77.01545,2023-11-09,11:13,Minor,Distracted Driving,Highway,Clear
ID-980,Lucknow,26.81338,80.99888,2023-02-14,20:35,Serious,Distracted Driving,City Road,Clear
ID-981,Pune,18.43394,73.75912,2023-02-15,20:22,Minor,Over-speeding,Rural Road,Rain
ID-982,Chennai,12.97738,80.19465,2023-10-19,02:07,Minor,Distracted Driving,City Road,Clear
ID-983,Mumbai,19.1571,72.98343,2023-11-16,14:54,Minor,Distracted Driving,Highway,Fog
ID-984,Chennai,13.05178,80.15257,2023-05-06,23:03,Serious,Signal Jumping,Highway,Clear
ID-985,Jaipur,26.85813,75.73164,2023-08-25,21:55,Fatal,Signal Jumping,City Road,Clear
ID-986,Delhi,28.58635,77.12124,2023-02-25,12:46,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-987,Lucknow,26.71289,80.86848,2023-09-01,23:47,Serious,Drunk Driving,City Road,Fog
ID-988,Chennai,13.04099,80.22804,2023-07-14,22:49,Serious,Drunk Driving,City Road,Fog
ID-989,Pune,18.4423,73.70459,2023-04-01,20:40,Minor,Weather/Low Visibility,Highway,Rain
ID-990,Mumbai,18.92451,72.97476,2023-05-13,19:42,Fatal,Drunk Driving,Highway,Clear
ID-991,Mumbai,19.16849,72.88571,2023-09-04,20:26,Minor,Weather/Low Visibility,Rural Road,Rain
ID-992,Delhi,28.76504,77.08516,2023-12-08,10:04,Serious,Potholes,City Road,Rain
ID-993,Bangalore,13.02031,77.66505,2023-08-23,08:57,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-994,Lucknow,26.894,80.88128,2023-03-06,21:53,Minor,Signal Jumping,Rural Road,Dust Storm
ID-995,Delhi,28.43898,76.90931,2023-03-27,22:49,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-996,Nagpur,21.19435,79.07305,2023-06-07,18:19,Minor,Potholes,Rural Road,Clear
ID-997,Pune,18.49983,73.89981,2023-10-05,09:53,Minor,Weather/Low Visibility,Highway,Fog
ID-998,Lucknow,26.79176,80.87462,2023-07-15,22:27,Minor,Weather/Low Visibility,Rural Road,Dust Storm
